Date,RouteID,StopID,ScheduledArrival,ActualArrival,DelayMinutes,PassengerCount,Capacity,LoadFactor,DistanceKM,Weather,AnomalyFlag
2024-03-28,R029,S0447,2024-03-28 12:15:00,2024-03-28 12:28:48.188507040,13.8,8,50,0.16,9.67,Clear,0
2024-04-14,R005,S0278,2024-04-14 17:42:00,2024-04-14 17:40:00.862014120,-1.99,56,70,0.8,2.44,Clear,0
2024-01-25,R038,S0313,2024-01-25 03:37:00,2024-01-25 03:44:52.193123280,32.06,5,60,0.08,9.46,Clear,1
2024-03-05,R045,S0441,2024-03-05 04:20:00,2024-03-05 04:25:36.103914180,5.6,50,60,0.83,3.04,Clear,0
2024-01-29,R011,S0154,2024-01-29 06:41:00,2024-01-29 06:47:17.373554700,6.29,76,60,1.27,4.05,Clear,0
2024-02-01,R032,S0155,2024-02-01 15:42:00,2024-02-01 15:58:01.135404900,16.02,5,70,0.07,5.69,Clear,0
2024-04-20,R008,S0568,2024-04-20 00:11:00,2024-04-20 00:16:56.089326300,5.93,56,60,0.93,11.62,Clear,0
2024-01-01,R020,S0537,2024-01-01 21:59:00,2024-01-01 21:59:29.766343980,0.5,64,60,1.07,6.12,Rain,0
2024-02-04,R034,S0401,2024-02-04 03:07:00,2024-02-04 03:29:34.597591500,22.58,21,70,0.3,10.67,Clear,0
2024-02-25,R047,S0314,2024-02-25 21:07:00,2024-02-25 21:29:01.788107340,22.03,74,50,1.48,9.31,Clear,0
2024-01-16,R042,S0595,2024-01-16 21:02:00,2024-01-16 21:26:45.662367600,24.76,28,70,0.4,10.25,Clear,0
2024-02-01,R008,S0594,2024-02-01 10:01:00,2024-02-01 10:17:49.890232560,16.83,9,60,0.15,1.14,Clear,0
2024-04-20,R002,S0023,2024-04-20 06:05:00,2024-04-20 06:17:16.991969640,12.28,37,60,0.62,6.23,Clear,0
2024-03-19,R021,S0306,2024-03-19 18:32:00,2024-03-19 18:50:32.276770740,18.54,8,80,0.1,7.14,Clear,0
2024-01-05,R015,S0400,2024-01-05 02:33:00,2024-01-05 02:32:08.111398620,-0.86,18,80,0.22,2.48,Clear,0
2024-01-10,R006,S0352,2024-01-10 04:15:00,2024-01-10 04:12:00.309253080,-2.99,14,50,0.28,11.16,Clear,0
2024-03-26,R005,S0211,2024-03-26 21:17:00,2024-03-26 21:12:00.000000000,-5.0,36,60,0.6,0.95,Clear,0
2024-04-16,R003,S0594,2024-04-16 07:29:00,2024-04-16 07:27:00.548582400,-1.99,25,50,0.5,3.75,Fog,0
2024-03-12,R043,S0096,2024-03-12 00:22:00,2024-03-12 00:24:52.700961540,38.2,20,50,0.4,10.05,Clear,1
2024-03-19,R043,S0558,2024-03-19 03:55:00,2024-03-19 03:50:00.000000000,-5.0,14,60,0.23,6.04,Clear,0
2024-01-20,R016,S0433,2024-01-20 13:12:00,2024-01-20 13:17:16.063950900,5.27,67,50,1.34,7.18,Clear,0
2024-03-29,R035,S0360,2024-03-29 13:54:00,2024-03-29 13:49:12.246230640,-4.8,46,70,0.66,3.16,Clear,0
2024-01-12,R009,S0049,2024-01-12 17:39:00,2024-01-12 17:34:00.000000000,-5.0,50,60,0.83,9.43,Clear,0
2024-03-30,R035,S0587,2024-03-30 21:45:00,2024-03-30 21:40:00.000000000,-5.0,49,50,0.98,11.18,Rain,0
2024-03-08,R019,S0221,2024-03-08 12:59:00,2024-03-08 12:54:00.000000000,30.33,32,50,0.64,4.51,Rain,1
2024-03-03,R043,S0006,2024-03-03 00:45:00,2024-03-03 00:44:09.170311500,-0.85,25,50,0.5,11.36,Clear,0
2024-01-26,R046,S0055,2024-01-26 06:07:00,2024-01-26 06:23:56.827248960,16.95,16,60,0.27,10.1,Clear,0
2024-02-29,R034,S0015,2024-02-29 13:24:00,2024-02-29 13:19:00.000000000,-5.0,59,80,0.74,7.33,Clear,0
2024-03-14,R039,S0523,2024-03-14 00:11:00,2024-03-14 00:38:26.168381460,27.44,54,50,1.08,2.15,Clear,0
2024-04-21,R010,S0383,2024-04-21 14:49:00,2024-04-21 15:00:54.510735840,11.91,21,70,0.3,7.44,Clear,0
2024-03-01,R010,S0167,2024-03-01 12:22:00,2024-03-01 12:26:25.863083220,4.43,45,70,0.64,3.97,Clear,0
2024-01-15,R020,S0376,2024-01-15 14:49:00,2024-01-15 14:45:49.895982000,-3.17,32,50,0.64,5.68,Clear,0
2024-01-05,R001,S0074,2024-01-05 08:37:00,2024-01-05 08:38:08.603601780,1.14,23,70,0.33,6.31,Clear,0
2024-02-01,R006,S0185,2024-02-01 07:33:00,2024-02-01 07:28:23.649415620,-4.61,8,70,0.11,6.9,Fog,0
2024-04-05,R046,S0088,2024-04-05 00:13:00,2024-04-05 00:14:52.906672740,1.88,34,70,0.49,5.83,Clear,0
2024-01-22,R002,S0356,2024-01-22 20:16:00,2024-01-22 20:15:31.620834840,-0.47,55,50,1.1,5.38,Rain,0
2024-01-22,R038,S0065,2024-01-22 04:41:00,2024-01-22 04:52:35.607591600,11.59,13,50,0.26,3.7,Fog,0
2024-01-12,R033,S0273,2024-01-12 16:58:00,2024-01-12 16:53:00.000000000,-5.0,19,50,0.38,2.65,Clear,0
2024-03-04,R003,S0191,2024-03-04 09:59:00,2024-03-04 10:06:46.651357560,7.78,55,70,0.79,8.39,Clear,0
2024-03-15,R036,S0038,2024-03-15 02:45:00,2024-03-15 02:48:26.431367880,3.44,31,60,0.52,10.41,Rain,0
2024-03-28,R013,S0374,2024-03-28 19:44:00,2024-03-28 19:45:06.289677120,1.1,8,50,0.16,3.51,Clear,0
2024-04-16,R035,S0380,2024-04-16 19:06:00,2024-04-16 19:01:00.000000000,-5.0,36,60,0.6,9.38,Rain,0
2024-04-18,R015,S0037,2024-04-18 00:25:00,2024-04-18 00:24:45.501798000,-0.24,79,80,0.99,3.85,Clear,0
2024-04-14,R045,S0252,2024-04-14 07:23:00,2024-04-14 07:27:26.204864700,4.44,79,60,1.32,5.29,Fog,0
2024-03-20,R022,S0135,2024-03-20 19:19:00,2024-03-20 19:27:59.934230700,9.0,18,60,0.3,11.88,Clear,0
2024-01-16,R043,S0011,2024-01-16 12:45:00,2024-01-16 12:54:44.162123040,9.74,70,80,0.88,8.74,Clear,0
2024-03-05,R004,S0202,2024-03-05 12:09:00,2024-03-05 12:22:39.067075140,13.65,34,60,0.57,9.95,Clear,0
2024-02-20,R017,S0334,2024-02-20 10:26:00,2024-02-20 10:29:59.786139600,4.0,5,80,0.06,3.62,Clear,0
2024-03-27,R005,S0419,2024-03-27 13:27:00,2024-03-27 13:31:20.969034720,4.35,77,50,1.54,7.87,Clear,0
2024-04-01,R021,S0238,2024-04-01 15:31:00,2024-04-01 15:33:47.108616420,2.79,37,70,0.53,7.19,Rain,0
2024-02-01,R024,S0420,2024-02-01 08:27:00,2024-02-01 08:37:32.768063160,10.55,70,70,1.0,10.52,Clear,0
2024-04-24,R031,S0454,2024-04-24 17:16:00,2024-04-24 17:20:40.678915140,4.68,9,70,0.13,9.81,Rain,0
2024-02-22,R040,S0308,2024-02-22 19:48:00,2024-02-22 20:00:47.377066800,47.18,48,50,0.96,11.97,Clear,1
2024-04-09,R030,S0581,2024-04-09 01:45:00,2024-04-09 01:59:25.432296780,46.29,60,70,0.86,5.2,Clear,1
2024-04-10,R042,S0170,2024-04-10 00:07:00,2024-04-10 00:20:19.116714780,13.32,18,60,0.3,1.09,Clear,0
2024-01-03,R007,S0583,2024-01-03 12:42:00,2024-01-03 12:42:44.043391620,0.73,66,60,1.1,9.27,Rain,0
2024-04-24,R049,S0149,2024-04-24 06:38:00,2024-04-24 06:33:00.000000000,-5.0,52,60,0.87,10.02,Rain,0
2024-01-13,R007,S0501,2024-01-13 12:45:00,2024-01-13 12:51:30.460411499,6.51,56,50,1.12,7.76,Clear,0
2024-04-01,R027,S0594,2024-04-01 08:26:00,2024-04-01 08:33:07.545903720,7.13,10,70,0.14,2.17,Clear,0
2024-04-01,R024,S0513,2024-04-01 11:07:00,2024-04-01 11:02:00.000000000,-5.0,42,50,0.84,3.12,Storm,0
2024-02-27,R019,S0452,2024-02-27 15:39:00,2024-02-27 15:58:28.090772160,19.47,71,80,0.89,3.34,Rain,0
2024-02-14,R041,S0522,2024-02-14 16:09:00,2024-02-14 16:18:36.075611640,9.6,8,50,0.16,8.82,Clear,0
2024-01-24,R034,S0440,2024-01-24 14:55:00,2024-01-24 15:14:28.137289920,19.47,51,50,1.02,6.42,Clear,0
2024-02-20,R022,S0147,2024-02-20 09:19:00,2024-02-20 09:25:27.213515520,6.45,48,60,0.8,3.64,Clear,0
2024-01-13,R027,S0298,2024-01-13 03:19:00,2024-01-13 03:26:32.391061800,7.54,45,60,0.75,8.53,Clear,0
2024-01-24,R006,S0370,2024-01-24 17:46:00,2024-01-24 17:54:47.104723680,8.79,46,50,0.92,10.94,Clear,0
2024-01-05,R010,S0233,2024-01-05 20:05:00,2024-01-05 20:05:20.266151880,0.34,39,70,0.56,2.73,Clear,0
2024-03-21,R045,S0124,2024-03-21 12:56:00,2024-03-21 12:51:00.000000000,-5.0,34,50,0.68,7.89,Clear,0
2024-02-19,R031,S0411,2024-02-19 01:00:00,2024-02-19 00:55:00.000000000,-5.0,9,70,0.13,8.3,Clear,0
2024-03-16,R025,S0248,2024-03-16 21:35:00,2024-03-16 22:02:47.013871260,27.78,73,50,1.46,11.25,Rain,0
2024-04-28,R002,S0462,2024-04-28 19:27:00,2024-04-28 19:30:01.614506640,3.03,72,60,1.2,2.31,Clear,0
2024-02-18,R010,S0382,2024-02-18 20:15:00,2024-02-18 20:10:00.000000000,-5.0,79,80,0.99,6.65,Clear,0
2024-01-18,R010,S0098,2024-01-18 07:16:00,2024-01-18 07:38:49.560223800,22.83,76,80,0.95,5.09,Clear,0
2024-02-02,R026,S0106,2024-02-02 12:56:00,2024-02-02 13:14:01.955520840,18.03,14,80,0.18,6.2,Rain,0
2024-02-27,R005,S0450,2024-02-27 20:52:00,2024-02-27 21:08:12.299693520,16.2,47,60,0.78,3.68,Clear,0
2024-01-31,R022,S0113,2024-01-31 00:35:00,2024-01-31 00:30:00.000000000,-5.0,37,80,0.46,3.95,Clear,0
2024-04-28,R004,S0570,2024-04-28 18:57:00,2024-04-28 19:15:11.062660320,18.18,76,70,1.09,1.82,Clear,0
2024-02-03,R034,S0480,2024-02-03 09:27:00,2024-02-03 09:22:00.000000000,-5.0,73,50,1.46,11.26,Clear,0
2024-04-03,R007,S0469,2024-04-03 07:50:00,2024-04-03 07:53:31.622888880,3.53,19,50,0.38,10.01,Rain,0
2024-04-18,R050,S0366,2024-04-18 12:49:00,2024-04-18 12:52:10.392029700,3.17,12,70,0.17,10.95,Clear,0
2024-04-05,R017,S0339,2024-04-05 00:54:00,2024-04-05 01:04:19.810051080,10.33,13,50,0.26,3.1,Fog,0
2024-03-14,R011,S0176,2024-03-14 13:47:00,2024-03-14 13:53:40.874611140,6.68,22,60,0.37,9.28,Rain,0
2024-01-31,R050,S0296,2024-01-31 20:53:00,2024-01-31 20:52:40.347197760,-0.33,62,50,1.24,10.49,Clear,0
2024-04-08,R008,S0094,2024-04-08 19:19:00,2024-04-08 19:41:07.694205840,22.13,17,80,0.21,1.59,Clear,0
2024-03-19,R028,S0355,2024-03-19 17:18:00,2024-03-19 17:40:05.505792180,22.09,69,70,0.99,4.88,Rain,0
2024-01-27,R044,S0068,2024-01-27 21:25:00,2024-01-27 21:33:33.448247400,8.56,60,50,1.2,1.2,Clear,0
2024-02-28,R033,S0149,2024-02-28 15:45:00,2024-02-28 15:48:41.680315560,3.69,47,60,0.78,5.39,Fog,0
2024-01-27,R025,S0005,2024-01-27 10:15:00,2024-01-27 10:35:08.172705479,20.14,15,50,0.3,1.2,Clear,0
2024-04-28,R021,S0246,2024-04-28 07:52:00,2024-04-28 08:07:33.897362340,15.56,17,50,0.34,6.19,Clear,0
2024-01-01,R012,S0444,2024-01-01 09:49:00,2024-01-01 09:44:00.000000000,-5.0,30,60,0.5,8.59,Rain,0
2024-03-16,R026,S0184,2024-03-16 11:58:00,2024-03-16 12:25:16.444810920,27.27,76,60,1.27,6.71,Clear,0
2024-03-08,R029,S0287,2024-03-08 05:43:00,2024-03-08 05:38:23.514851760,-4.61,27,60,0.45,8.07,Clear,0
2024-01-23,R038,S0212,2024-01-23 08:25:00,2024-01-23 08:25:28.320542160,0.47,59,70,0.84,9.57,Clear,0
2024-04-07,R035,S0537,2024-04-07 02:27:00,2024-04-07 02:22:00.000000000,-5.0,63,80,0.79,6.23,Clear,0
2024-02-21,R037,S0217,2024-02-21 12:26:00,2024-02-21 12:25:47.318527320,-0.21,17,50,0.34,5.58,Clear,0
2024-02-26,R046,S0485,2024-02-26 08:09:00,2024-02-26 08:25:47.158654380,16.79,25,80,0.31,6.96,Clear,0
2024-03-27,R044,S0335,2024-03-27 09:00:00,2024-03-27 09:05:18.293642820,5.3,21,60,0.35,3.49,Clear,0
2024-02-20,R045,S0172,2024-02-20 14:33:00,2024-02-20 14:40:09.998301000,7.17,46,70,0.66,9.3,Rain,0
2024-03-23,R045,S0519,2024-03-23 13:54:00,2024-03-23 13:50:54.213970200,-3.1,50,60,0.83,1.65,Clear,0
2024-03-24,R029,S0307,2024-03-24 05:23:00,2024-03-24 05:35:02.466597120,12.04,37,60,0.62,8.96,Clear,0
2024-03-03,R049,S0153,2024-03-03 08:58:00,2024-03-03 08:53:00.000000000,-5.0,7,60,0.12,11.8,Rain,0
2024-03-24,R024,S0487,2024-03-24 06:55:00,2024-03-24 06:56:40.346567940,1.67,45,50,0.9,1.45,Rain,0
2024-04-02,R015,S0411,2024-04-02 06:19:00,2024-04-02 06:22:32.315132940,3.54,44,80,0.55,6.88,Clear,0
2024-03-17,R006,S0421,2024-03-17 12:41:00,2024-03-17 12:42:42.566487540,1.71,40,80,0.5,2.83,Clear,0
2024-01-28,R032,S0311,2024-01-28 19:35:00,2024-01-28 19:42:32.970313440,7.55,28,70,0.4,2.54,Clear,0
2024-01-24,R044,S0487,2024-01-24 13:03:00,2024-01-24 12:58:00.000000000,-5.0,57,60,0.95,2.0,Clear,0
2024-01-22,R034,S0500,2024-01-22 00:17:00,2024-01-22 00:30:58.294613160,13.97,79,50,1.58,11.09,Fog,0
2024-03-26,R036,S0568,2024-03-26 14:03:00,2024-03-26 13:58:00.000000000,-5.0,26,70,0.37,7.91,Clear,0
2024-02-09,R020,S0092,2024-02-09 17:32:00,2024-02-09 17:56:08.009508180,24.13,64,70,0.91,5.72,Clear,0
2024-03-15,R012,S0493,2024-03-15 15:46:00,2024-03-15 15:54:44.401901400,8.74,56,50,1.12,3.56,Rain,0
2024-01-08,R035,S0072,2024-01-08 06:53:00,2024-01-08 07:04:10.928908260,11.18,37,70,0.53,5.79,Clear,0
2024-04-05,R049,S0077,2024-04-05 12:11:00,2024-04-05 12:09:16.148854620,-1.73,42,70,0.6,1.28,Rain,0
2024-03-28,R038,S0046,2024-03-28 15:51:00,2024-03-28 15:51:10.914954420,0.18,74,50,1.48,3.66,Clear,0
2024-01-12,R017,S0515,2024-01-12 13:55:00,2024-01-12 14:13:15.802217699,18.26,8,60,0.13,11.2,Clear,0
2024-02-18,R027,S0334,2024-02-18 04:11:00,2024-02-18 04:06:00.000000000,-5.0,16,70,0.23,7.37,Clear,0
2024-04-13,R017,S0215,2024-04-13 02:34:00,2024-04-13 02:38:55.579287180,4.93,42,70,0.6,2.21,Clear,0
2024-01-21,R011,S0077,2024-01-21 08:58:00,2024-01-21 09:03:09.538860060,5.16,68,70,0.97,9.02,Clear,0
2024-03-07,R039,S0489,2024-03-07 04:23:00,2024-03-07 04:32:33.327777540,9.56,24,80,0.3,2.14,Rain,0
2024-02-08,R002,S0231,2024-02-08 11:59:00,2024-02-08 12:06:21.177506100,7.35,44,50,0.88,5.76,Clear,0
2024-04-18,R002,S0050,2024-04-18 20:45:00,2024-04-18 20:54:37.761393960,9.63,12,80,0.15,9.96,Clear,0
2024-03-02,R029,S0107,2024-03-02 08:17:00,2024-03-02 08:16:23.277358680,-0.61,34,80,0.42,12.0,Clear,0
2024-03-22,R045,S0432,2024-03-22 18:30:00,2024-03-22 19:00:27.004303740,48.54,12,80,0.15,5.37,Clear,1
2024-04-15,R024,S0498,2024-04-15 13:20:00,2024-04-15 13:25:06.800546340,5.11,19,50,0.38,5.62,Clear,0
2024-02-27,R024,S0007,2024-02-27 11:23:00,2024-02-27 11:38:24.537871980,15.41,69,80,0.86,5.96,Clear,0
2024-03-02,R016,S0292,2024-03-02 01:42:00,2024-03-02 01:57:26.999682420,15.45,22,70,0.31,8.75,Clear,0
2024-03-10,R031,S0342,2024-03-10 12:51:00,2024-03-10 12:46:00.000000000,-5.0,39,50,0.78,9.25,Clear,0
2024-02-05,R049,S0280,2024-02-05 07:56:00,2024-02-05 07:51:00.000000000,-5.0,65,80,0.81,11.11,Clear,0
2024-02-14,R043,S0536,2024-02-14 11:04:00,2024-02-14 11:00:48.244664520,-3.2,61,70,0.87,3.79,Clear,0
2024-03-19,R009,S0312,2024-03-19 12:35:00,2024-03-19 12:34:55.629221280,-0.07,29,60,0.48,0.58,Clear,0
2024-04-22,R027,S0491,2024-04-22 03:49:00,2024-04-22 03:56:43.866668580,7.73,17,50,0.34,8.48,Clear,0
2024-04-18,R041,S0077,2024-04-18 15:36:00,2024-04-18 15:43:56.870036520,7.95,67,80,0.84,5.92,Rain,0
2024-01-15,R014,S0124,2024-01-15 12:33:00,2024-01-15 12:30:05.882598240,-2.9,38,70,0.54,1.53,Storm,0
2024-03-02,R045,S0284,2024-03-02 00:12:00,2024-03-02 00:07:00.000000000,-5.0,77,80,0.96,3.89,Rain,0
2024-02-07,R025,S0482,2024-02-07 12:58:00,2024-02-07 13:19:13.795632060,21.23,59,70,0.84,1.47,Clear,0
2024-04-24,R043,S0224,2024-04-24 01:01:00,2024-04-24 01:14:49.269161100,53.74,17,70,0.24,2.05,Clear,1
2024-03-04,R044,S0078,2024-03-04 14:04:00,2024-03-04 14:15:37.457852940,11.62,57,60,0.95,9.75,Clear,0
2024-04-17,R022,S0557,2024-04-17 09:42:00,2024-04-17 09:51:52.059949320,9.87,19,60,0.32,7.65,Clear,0
2024-04-25,R035,S0069,2024-04-25 03:08:00,2024-04-25 03:19:17.901802500,11.3,64,60,1.07,3.41,Storm,0
2024-04-25,R033,S0099,2024-04-25 20:23:00,2024-04-25 20:18:00.000000000,-5.0,33,70,0.47,1.75,Clear,0
2024-03-28,R027,S0068,2024-03-28 08:38:00,2024-03-28 08:33:00.000000000,-5.0,17,70,0.24,3.25,Clear,0
2024-03-11,R040,S0078,2024-03-11 18:22:00,2024-03-11 18:33:18.286325220,11.3,51,60,0.85,6.14,Fog,0
2024-01-09,R026,S0146,2024-01-09 20:25:00,2024-01-09 20:20:00.000000000,-5.0,24,50,0.48,3.83,Fog,0
2024-03-15,R019,S0075,2024-03-15 15:46:00,2024-03-15 15:55:15.991012979,9.27,55,70,0.79,2.31,Clear,0
2024-03-20,R045,S0514,2024-03-20 16:53:00,2024-03-20 17:05:48.033918120,12.8,21,70,0.3,0.84,Clear,0
2024-03-11,R039,S0087,2024-03-11 07:01:00,2024-03-11 07:23:31.043308979,22.52,22,70,0.31,7.18,Clear,0
2024-01-25,R045,S0048,2024-01-25 05:18:00,2024-01-25 05:19:52.497534960,1.87,46,60,0.77,6.34,Clear,0
2024-03-18,R026,S0577,2024-03-18 02:04:00,2024-03-18 01:59:00.000000000,-5.0,74,60,1.23,3.17,Clear,0
2024-03-05,R006,S0042,2024-03-05 00:23:00,2024-03-05 00:38:31.026388560,15.52,37,50,0.74,10.29,Rain,0
2024-01-20,R003,S0134,2024-01-20 11:58:00,2024-01-20 12:00:35.065026780,2.58,43,50,0.86,1.85,Clear,0
2024-01-28,R006,S0593,2024-01-28 10:52:00,2024-01-28 10:47:00.000000000,-5.0,21,70,0.3,11.11,Rain,0
2024-02-18,R028,S0019,2024-02-18 15:02:00,2024-02-18 14:57:00.000000000,20.49,6,60,0.1,6.15,Clear,1
2024-04-11,R003,S0120,2024-04-11 08:33:00,2024-04-11 08:43:48.609117300,10.81,45,80,0.56,11.87,Fog,0
2024-02-03,R013,S0335,2024-02-03 01:47:00,2024-02-03 01:59:55.891078140,12.93,8,80,0.1,1.04,Rain,0
2024-03-13,R013,S0531,2024-03-13 07:42:00,2024-03-13 07:46:53.971679880,4.9,48,60,0.8,0.6,Clear,0
2024-04-21,R013,S0070,2024-04-21 07:52:00,2024-04-21 07:56:32.802877020,4.55,25,70,0.36,3.42,Fog,0
2024-01-20,R001,S0434,2024-01-20 08:24:00,2024-01-20 08:29:11.058648960,5.18,49,60,0.82,8.73,Rain,0
2024-04-16,R040,S0189,2024-04-16 12:59:00,2024-04-16 13:02:10.650201300,3.18,59,50,1.18,4.87,Clear,0
2024-04-25,R037,S0403,2024-04-25 13:06:00,2024-04-25 13:01:00.000000000,-5.0,72,70,1.03,9.03,Clear,0
2024-04-11,R031,S0387,2024-04-11 02:26:00,2024-04-11 02:27:22.901854500,1.38,37,50,0.74,9.96,Clear,0
2024-04-04,R017,S0133,2024-04-04 02:45:00,2024-04-04 02:48:45.487039200,3.76,58,60,0.97,3.81,Rain,0
2024-03-25,R009,S0222,2024-03-25 19:08:00,2024-03-25 19:23:00.068082540,15.0,47,60,0.78,3.11,Clear,0
2024-01-22,R045,S0067,2024-01-22 13:11:00,2024-01-22 13:08:16.465245420,-2.73,63,80,0.79,5.95,Clear,0
2024-03-17,R013,S0231,2024-03-17 08:10:00,2024-03-17 08:10:40.580086140,0.68,47,80,0.59,2.93,Clear,0
2024-02-13,R037,S0150,2024-02-13 17:29:00,2024-02-13 17:38:43.738340100,9.73,12,50,0.24,3.24,Clear,0
2024-02-16,R014,S0109,2024-02-16 05:14:00,2024-02-16 05:12:17.402317440,-1.71,68,50,1.36,1.61,Storm,0
2024-01-25,R011,S0429,2024-01-25 11:15:00,2024-01-25 11:13:05.497109220,-1.91,69,50,1.38,1.45,Rain,0
2024-01-22,R025,S0495,2024-01-22 15:03:00,2024-01-22 14:58:00.000000000,-5.0,40,50,0.8,4.29,Clear,0
2024-04-11,R031,S0081,2024-04-11 18:16:00,2024-04-11 18:34:19.646134860,18.33,30,80,0.38,3.06,Rain,0
2024-03-01,R014,S0540,2024-03-01 11:16:00,2024-03-01 11:25:49.999710660,9.83,19,70,0.27,11.79,Clear,0
2024-02-21,R007,S0488,2024-02-21 05:07:00,2024-02-21 05:20:17.999819880,13.3,73,60,1.22,11.33,Clear,0
2024-04-28,R024,S0008,2024-04-28 15:51:00,2024-04-28 15:50:40.235402340,-0.33,10,80,0.12,4.28,Clear,0
2024-01-20,R049,S0475,2024-01-20 07:45:00,2024-01-20 08:08:19.161138180,23.32,57,50,1.14,3.4,Clear,0
2024-04-05,R036,S0254,2024-04-05 16:22:00,2024-04-05 16:30:09.097763520,8.15,27,50,0.54,1.74,Clear,0
2024-03-20,R042,S0553,2024-03-20 20:30:00,2024-03-20 20:41:28.024375380,11.47,70,80,0.88,2.32,Clear,0
2024-04-26,R042,S0493,2024-04-26 18:11:00,2024-04-26 18:19:10.390518600,8.17,35,70,0.5,5.08,Clear,0
2024-01-20,R047,S0571,2024-01-20 07:01:00,2024-01-20 07:07:44.314697400,6.74,61,70,0.87,10.79,Rain,0
2024-04-14,R044,S0205,2024-04-14 02:18:00,2024-04-14 02:24:29.486672340,43.34,65,60,1.08,4.85,Fog,1
2024-03-26,R041,S0167,2024-03-26 21:03:00,2024-03-26 21:00:13.323179460,-2.78,55,80,0.69,6.78,Clear,0
2024-04-15,R003,S0327,2024-04-15 03:06:00,2024-04-15 03:14:33.953138940,8.57,73,50,1.46,6.69,Fog,0
2024-04-11,R047,S0225,2024-04-11 17:48:00,2024-04-11 17:56:17.406588060,8.29,27,60,0.45,11.76,Storm,0
2024-02-14,R044,S0430,2024-02-14 06:16:00,2024-02-14 06:17:29.546564460,1.49,32,70,0.46,4.68,Clear,0
2024-02-06,R026,S0479,2024-02-06 19:11:00,2024-02-06 19:12:44.075609520,1.73,10,80,0.12,1.25,Rain,0
2024-01-15,R047,S0109,2024-01-15 15:36:00,2024-01-15 15:41:53.067646500,5.88,8,50,0.16,9.47,Clear,0
2024-03-16,R026,S0417,2024-03-16 12:36:00,2024-03-16 12:31:14.957585580,-4.75,29,80,0.36,2.53,Clear,0
2024-01-09,R001,S0373,2024-01-09 11:03:00,2024-01-09 11:09:36.689290380,6.61,32,70,0.46,7.98,Clear,0
2024-04-10,R015,S0278,2024-04-10 09:12:00,2024-04-10 09:26:58.606148940,14.98,57,60,0.95,10.64,Clear,0
2024-02-13,R011,S0411,2024-02-13 10:45:00,2024-02-13 10:40:00.000000000,-5.0,18,50,0.36,6.67,Storm,0
2024-01-15,R037,S0191,2024-01-15 05:03:00,2024-01-15 05:19:27.206541660,16.45,46,80,0.57,7.33,Clear,0
2024-02-13,R007,S0021,2024-02-13 18:25:00,2024-02-13 18:22:30.926821980,-2.48,32,60,0.53,5.22,Clear,0
2024-04-29,R012,S0250,2024-04-29 11:09:00,2024-04-29 11:13:26.486606580,4.44,43,50,0.86,11.35,Clear,0
2024-04-27,R038,S0559,2024-04-27 05:36:00,2024-04-27 05:49:54.519298620,13.91,45,70,0.64,4.31,Clear,0
2024-03-26,R003,S0562,2024-03-26 03:43:00,2024-03-26 03:45:14.329987140,2.24,75,60,1.25,11.11,Clear,0
2024-01-12,R042,S0375,2024-01-12 01:34:00,2024-01-12 01:44:29.680090380,10.49,63,50,1.26,7.64,Fog,0
2024-01-27,R026,S0284,2024-01-27 05:32:00,2024-01-27 05:27:52.546030440,-4.12,23,60,0.38,7.27,Rain,0
2024-01-19,R030,S0563,2024-01-19 21:44:00,2024-01-19 21:53:50.800896900,33.79,36,50,0.72,7.31,Clear,1
2024-04-20,R032,S0520,2024-04-20 13:39:00,2024-04-20 13:51:21.078676560,12.35,12,50,0.24,9.19,Clear,0
2024-01-25,R036,S0442,2024-01-25 14:58:00,2024-01-25 14:57:19.857497460,-0.67,35,50,0.7,2.37,Clear,0
2024-03-14,R045,S0445,2024-03-14 07:52:00,2024-03-14 07:58:19.071076440,6.32,14,50,0.28,2.08,Storm,0
2024-04-08,R037,S0417,2024-04-08 18:36:00,2024-04-08 18:43:35.610864660,7.59,18,60,0.3,11.07,Rain,0
2024-03-04,R018,S0531,2024-03-04 03:58:00,2024-03-04 04:00:32.738068259,2.55,31,60,0.52,10.45,Storm,0
2024-04-17,R001,S0542,2024-04-17 04:44:00,2024-04-17 04:43:03.928459920,-0.93,22,50,0.44,3.85,Clear,0
2024-01-12,R021,S0462,2024-01-12 16:27:00,2024-01-12 16:28:55.215112680,1.92,51,80,0.64,11.64,Fog,0
2024-02-19,R028,S0142,2024-02-19 04:14:00,2024-02-19 04:17:52.342506420,3.87,56,50,1.12,6.62,Clear,0
2024-03-12,R048,S0116,2024-03-12 03:25:00,2024-03-12 03:30:18.591355380,5.31,78,70,1.11,5.11,Clear,0
2024-01-11,R016,S0107,2024-01-11 01:40:00,2024-01-11 01:47:56.825252100,7.95,28,70,0.4,9.55,Rain,0
2024-04-12,R048,S0546,2024-04-12 10:22:00,2024-04-12 10:28:23.048790900,6.38,64,50,1.28,3.22,Clear,0
2024-03-23,R028,S0178,2024-03-23 20:16:00,2024-03-23 20:17:27.711601260,1.46,36,70,0.51,11.0,Clear,0
2024-01-23,R022,S0032,2024-01-23 21:27:00,2024-01-23 21:28:02.353726560,1.04,61,50,1.22,11.23,Clear,0
2024-03-28,R019,S0298,2024-03-28 12:01:00,2024-03-28 12:11:58.608291240,10.98,14,50,0.28,11.8,Clear,0
2024-01-15,R048,S0161,2024-01-15 00:13:00,2024-01-15 00:20:22.212324480,7.37,46,60,0.77,4.1,Rain,0
